name,priceRange,rating,reviewCount,address,postCode,locality,url
Restaurante DCorazon,$$ - $$$,4.5,2193,Plaza Mayor 30 Entrada al restaurante por Calle de la Sal 2,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_DCorazon-Madrid.html
Gustazio Gastrobar,$$ - $$$,5.0,184,Calle Embajadores 197,28045,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15683077-Reviews-Gustazio_Gastrobar-Madrid.html
Sushi Yakuza,$$ - $$$,3.5,27,Calle Jordan 7,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17815309-Reviews-Sushi_Yakuza-Madrid.html
La descarada,$$ - $$$,5.0,162,Calle de Jose Ortega y Gasset 73,28006,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14157996-Reviews-La_descarada-Madrid.html
Restaurante Morgana,$$ - $$$,5.0,860,Calle de Augusto Figueroa 33,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12316948-Reviews-Restaurante_Morgana-Madrid.html
El Cocodrilo,$$ - $$$,5.0,174,Calle de Pilar de Zaragoza 60,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8714073-Reviews-El_Cocodrilo-Madrid.html
Grama Lounge,$$ - $$$,5.0,2198,Calle de la Cruz 19,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html
Cerveceria El Cano,$,5.0,92,Calle Cobos de Segovia 30,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16807647-Reviews-Cerveceria_El_Cano-Madrid.html
El Gordo de Velazquez,$$ - $$$,3.5,547,Calle Velazquez 80 Calle Velazquez 80 esquina Ortega y Gasset,28001,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7818396-Reviews-El_Gordo_de_Velazquez-Madrid.html
Steakburger Arenal,$$ - $$$,5.0,851,Calle del Arenal 26,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html
El Social,$$ - $$$,5.0,454,Calle Hernan Cortes 19,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html
Los Montes de Galicia,$$ - $$$,5.0,8820,Calle Azcona 46,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html
Astor,$$ - $$$,5.0,1369,Calle del Almendro 9,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html
Inclan Brutal Bar,$$ - $$$,4.5,4574,Calle de Alvarez Gato 4,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html
Oven Mozzarella Bar,,5.0,198,"Calle Gran Via 55 Oven, Steakburger y Roastery",28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Bar-Madrid.html
Kathmandu Tandoori House Nepali & Indian Cuisine,$$ - $$$,5.0,2054,Calle Acuario 11 B . Plaza de hermanos,28042,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12488993-Reviews-Kathmandu_Tandoori_House_Nepali_Indian_Cuisine-Madrid.html
Beytna Restaurante,$$ - $$$,5.0,166,Calle Moscatelar 18,28043,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d18968021-Reviews-Beytna_Restaurante-Madrid.html
Entre Santos Madrid,$$ - $$$,5.0,677,Calle de San Bartolome 4,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14062978-Reviews-Entre_Santos_Madrid-Madrid.html
SteakBurger 55,$$ - $$$,5.0,217,Calle Gran Via 55 Galeria Gran Via 55,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21090214-Reviews-SteakBurger_55-Madrid.html
Trattoria Pulcinella,$$ - $$$,4.5,1336,Calle Regueros 7,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html
Sakale,$$ - $$$,5.0,1899,Calle del Molino de Viento 4,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html
Gramabar,$$ - $$$,4.5,1612,Calle Preciados 40,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6761498-Reviews-Gramabar-Madrid.html
Pizza 3Cruces,$,5.0,575,"Calle de la Salud 13 Gran Via, near Hostal Triana",28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d13157242-Reviews-Pizza_3Cruces-Madrid.html
Restaurante DCorazon,$$ - $$$,4.5,2193,Plaza Mayor 30 Entrada al restaurante por Calle de la Sal 2,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_DCorazon-Madrid.html
Pastamore,$$ - $$$,5.0,111,Calle de Alcala 191,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d18480953-Reviews-Pastamore-Madrid.html
Azotea Forus Barcelo,$$ - $$$,5.0,1418,Calle Barcelo 6,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10730339-Reviews-Azotea_Forus_Barcelo-Madrid.html
La Gaditana Castellana,$$ - $$$,5.0,1151,Paseo Castellana 56,28046,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15364769-Reviews-La_Gaditana_Castellana-Madrid.html
Sto Globo Sushi Room,$$ - $$$,5.0,235,Calle de Santa Teresa 8,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16745406-Reviews-Sto_Globo_Sushi_Room-Madrid.html
Moratin Vinoteca Bistrot,$$ - $$$,4.5,1142,Calle Moratin 36,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d3669444-Reviews-Moratin_Vinoteca_Bistrot-Madrid.html
El Picaporte Bistro,$$ - $$$,4.5,328,Calle de Garcia de Paredes 51 Chamberí,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d13156500-Reviews-El_Picaporte_Bistro-Madrid.html
Empanadas Malvon Retiro,$$ - $$$,5.0,149,Calle Narvaez 60,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17609785-Reviews-Empanadas_Malvon_Retiro-Madrid.html
Eiffel,$$ - $$$,4.5,878,Sesena 18 Close to Zoo and amussement park,28024,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html
Empanadas Malvon. Bernabeu,$$ - $$$,5.0,227,Paseo de La Habana 52. Local 2,28036,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15617751-Reviews-Empanadas_Malvon_Bernabeu-Madrid.html
Restaurante Algarabia,$$ - $$$,4.5,1115,Calle de la Union 8 Cerca Del Metro De Ópera,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991733-Reviews-Restaurante_Algarabia-Madrid.html
El Kiosko- Pinar de Chamartin,$$ - $$$,3.5,23,Calle Yerma 10 Junto al Centro Empresarial Parque Norte y Frente al Vips,28033,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16801710-Reviews-El_Kiosko_Pinar_de_Chamartin-Madrid.html
PISCOMAR by Jhosef Arias,$$ - $$$,4.0,523,Carrera de San Francisco 15 La Latina,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d4698412-Reviews-PISCOMAR_by_Jhosef_Arias-Madrid.html
Level Veggie Bistro,$$ - $$$,4.5,659,Avenida Menendez Pelayo 61,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10451094-Reviews-Level_Veggie_Bistro-Madrid.html
La descarada,$$ - $$$,5.0,162,Calle de Jose Ortega y Gasset 73,28006,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14157996-Reviews-La_descarada-Madrid.html
Restaurante Morgana,$$ - $$$,5.0,860,Calle de Augusto Figueroa 33,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12316948-Reviews-Restaurante_Morgana-Madrid.html
Casa Jaguar Madrid,$$ - $$$,4.5,641,Calle Canos del Peral 9,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html
Gustazio Gastrobar,$$ - $$$,5.0,184,Calle Embajadores 197,28045,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15683077-Reviews-Gustazio_Gastrobar-Madrid.html
Batavia Healthy Food,$,4.5,100,Calle Sagasta 18,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14180478-Reviews-Batavia_Healthy_Food-Madrid.html
Beytna Restaurante,$$ - $$$,5.0,166,Calle Moscatelar 18,28043,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d18968021-Reviews-Beytna_Restaurante-Madrid.html
Trattoria Pulcinella,$$ - $$$,4.5,1336,Calle Regueros 7,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html
Entre Santos Madrid,$$ - $$$,5.0,677,Calle de San Bartolome 4,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14062978-Reviews-Entre_Santos_Madrid-Madrid.html
Inclan Brutal Bar,$$ - $$$,4.5,4574,Calle de Alvarez Gato 4,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html
Chiquito Riz,$$ - $$$,4.0,289,Calle Coslada 3 Zona de Avenida de America,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991868-Reviews-Chiquito_Riz-Madrid.html
Astor,$$ - $$$,5.0,1369,Calle del Almendro 9,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html
Los Montes de Galicia,$$ - $$$,5.0,8820,Calle Azcona 46,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html
Grama Lounge,$$ - $$$,5.0,2198,Calle de la Cruz 19,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html
Steakburger Arenal,$$ - $$$,5.0,851,Calle del Arenal 26,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html
El Social,$$ - $$$,5.0,454,Calle Hernan Cortes 19,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html
Cerveceria El Cano,$,5.0,92,Calle Cobos de Segovia 30,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16807647-Reviews-Cerveceria_El_Cano-Madrid.html
Kathmandu Tandoori House Nepali & Indian Cuisine,$$ - $$$,5.0,2054,Calle Acuario 11 B . Plaza de hermanos,28042,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12488993-Reviews-Kathmandu_Tandoori_House_Nepali_Indian_Cuisine-Madrid.html
SteakBurger 55,$$ - $$$,5.0,217,Calle Gran Via 55 Galeria Gran Via 55,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21090214-Reviews-SteakBurger_55-Madrid.html
El Cocodrilo,$$ - $$$,5.0,174,Calle de Pilar de Zaragoza 60,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8714073-Reviews-El_Cocodrilo-Madrid.html
Oven Mozzarella Bar,,5.0,198,"Calle Gran Via 55 Oven, Steakburger y Roastery",28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Bar-Madrid.html
Sakale,$$ - $$$,5.0,1899,Calle del Molino de Viento 4,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html
Sal Gorda,$$ - $$$,4.0,198,Calle Beatriz de Bobadilla 9 Acceso por el número 3 de la calle,28040,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2445359-Reviews-Sal_Gorda-Madrid.html
Eiffel,$$ - $$$,4.5,878,Sesena 18 Close to Zoo and amussement park,28024,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html
Sushi Yakuza,,4.0,9,Calle Narvaez 26,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d19876215-Reviews-Sushi_Yakuza-Madrid.html
Empanadas Malvon Retiro,$$ - $$$,5.0,149,Calle Narvaez 60,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17609785-Reviews-Empanadas_Malvon_Retiro-Madrid.html
Empanadas Malvon. Bernabeu,$$ - $$$,5.0,227,Paseo de La Habana 52. Local 2,28036,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15617751-Reviews-Empanadas_Malvon_Bernabeu-Madrid.html
Restaurante Algarabia,$$ - $$$,4.5,1115,Calle de la Union 8 Cerca Del Metro De Ópera,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991733-Reviews-Restaurante_Algarabia-Madrid.html
Sublime Tokyo Madrid,$$ - $$$,4.5,441,Cuesta Santo Domingo 24,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8836374-Reviews-Sublime_Tokyo_Madrid-Madrid.html
Gramabar,$$ - $$$,4.5,1612,Calle Preciados 40,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6761498-Reviews-Gramabar-Madrid.html
Restaurante DCorazon,$$ - $$$,4.5,2193,Plaza Mayor 30 Entrada al restaurante por Calle de la Sal 2,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_DCorazon-Madrid.html
La Gaditana Castellana,$$ - $$$,5.0,1151,Paseo Castellana 56,28046,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15364769-Reviews-La_Gaditana_Castellana-Madrid.html
Pastamore,$$ - $$$,5.0,111,Calle de Alcala 191,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d18480953-Reviews-Pastamore-Madrid.html
Pizza 3Cruces,$,5.0,575,"Calle de la Salud 13 Gran Via, near Hostal Triana",28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d13157242-Reviews-Pizza_3Cruces-Madrid.html
Azotea Forus Barcelo,$$ - $$$,5.0,1418,Calle Barcelo 6,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10730339-Reviews-Azotea_Forus_Barcelo-Madrid.html
Sto Globo Sushi Room,$$ - $$$,5.0,235,Calle de Santa Teresa 8,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16745406-Reviews-Sto_Globo_Sushi_Room-Madrid.html
Moratin Vinoteca Bistrot,$$ - $$$,4.5,1142,Calle Moratin 36,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d3669444-Reviews-Moratin_Vinoteca_Bistrot-Madrid.html
Level Veggie Bistro,$$ - $$$,4.5,659,Avenida Menendez Pelayo 61,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10451094-Reviews-Level_Veggie_Bistro-Madrid.html
Gustazio Gastrobar,$$ - $$$,5.0,184,Calle Embajadores 197,28045,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15683077-Reviews-Gustazio_Gastrobar-Madrid.html
El Rincon de Esteban,$$ - $$$,4.5,1247,Calle Santa Catalina 3 Restaurante Rincon de Esteban,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1496002-Reviews-El_Rincon_de_Esteban-Madrid.html
Restaurante Morgana,$$ - $$$,5.0,860,Calle de Augusto Figueroa 33,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12316948-Reviews-Restaurante_Morgana-Madrid.html
La descarada,$$ - $$$,5.0,162,Calle de Jose Ortega y Gasset 73,28006,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14157996-Reviews-La_descarada-Madrid.html
Astor,$$ - $$$,5.0,1369,Calle del Almendro 9,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html
Andele Ponzano,$$ - $$$,5.0,122,Calle Raimundo Fernandez Villaverde 26,28003,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21012227-Reviews-Andele_Ponzano-Madrid.html
Trattoria Pulcinella,$$ - $$$,4.5,1336,Calle Regueros 7,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html
Chiquito Riz,$$ - $$$,4.0,289,Calle Coslada 3 Zona de Avenida de America,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991868-Reviews-Chiquito_Riz-Madrid.html
Los Montes de Galicia,$$ - $$$,5.0,8820,Calle Azcona 46,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html
El Picaporte Bistro,$$ - $$$,4.5,328,Calle de Garcia de Paredes 51 Chamberí,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d13156500-Reviews-El_Picaporte_Bistro-Madrid.html
Beytna Restaurante,$$ - $$$,5.0,166,Calle Moscatelar 18,28043,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d18968021-Reviews-Beytna_Restaurante-Madrid.html
Entre Santos Madrid,$$ - $$$,5.0,677,Calle de San Bartolome 4,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14062978-Reviews-Entre_Santos_Madrid-Madrid.html
Oven Mozzarella Bar,,5.0,198,"Calle Gran Via 55 Oven, Steakburger y Roastery",28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Bar-Madrid.html
SteakBurger 55,$$ - $$$,5.0,217,Calle Gran Via 55 Galeria Gran Via 55,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21090214-Reviews-SteakBurger_55-Madrid.html
Grama Lounge,$$ - $$$,5.0,2198,Calle de la Cruz 19,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html
Steakburger Arenal,$$ - $$$,5.0,851,Calle del Arenal 26,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html
El Cocodrilo,$$ - $$$,5.0,174,Calle de Pilar de Zaragoza 60,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8714073-Reviews-El_Cocodrilo-Madrid.html
El Social,$$ - $$$,5.0,454,Calle Hernan Cortes 19,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html
Kathmandu Tandoori House Nepali & Indian Cuisine,$$ - $$$,5.0,2054,Calle Acuario 11 B . Plaza de hermanos,28042,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12488993-Reviews-Kathmandu_Tandoori_House_Nepali_Indian_Cuisine-Madrid.html
Cerveceria El Cano,$,5.0,92,Calle Cobos de Segovia 30,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16807647-Reviews-Cerveceria_El_Cano-Madrid.html
Sakale,$$ - $$$,5.0,1899,Calle del Molino de Viento 4,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html
Empanadas Malvon Retiro,$$ - $$$,5.0,149,Calle Narvaez 60,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17609785-Reviews-Empanadas_Malvon_Retiro-Madrid.html
Sublime Tokyo Madrid,$$ - $$$,4.5,441,Cuesta Santo Domingo 24,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8836374-Reviews-Sublime_Tokyo_Madrid-Madrid.html
Restaurante Alma of Spain,$$$$,4.5,76,"Calle de Jose Abascal 8 Esquina Calle Santa Engracia, junto a Ponzano",28003,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14944498-Reviews-Restaurante_Alma_of_Spain-Madrid.html
SottoSopra,$$$$,3.5,109,Calle Puigcerda 8,28001,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15215228-Reviews-SottoSopra-Madrid.html
Restaurante Algarabia,$$ - $$$,4.5,1115,Calle de la Union 8 Cerca Del Metro De Ópera,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991733-Reviews-Restaurante_Algarabia-Madrid.html
Eiffel,$$ - $$$,4.5,878,Sesena 18 Close to Zoo and amussement park,28024,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html
Empanadas Malvon. Bernabeu,$$ - $$$,5.0,227,Paseo de La Habana 52. Local 2,28036,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15617751-Reviews-Empanadas_Malvon_Bernabeu-Madrid.html
Gramabar,$$ - $$$,4.5,1612,Calle Preciados 40,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6761498-Reviews-Gramabar-Madrid.html
Pizza 3Cruces,$,5.0,575,"Calle de la Salud 13 Gran Via, near Hostal Triana",28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d13157242-Reviews-Pizza_3Cruces-Madrid.html
Restaurante DCorazon,$$ - $$$,4.5,2193,Plaza Mayor 30 Entrada al restaurante por Calle de la Sal 2,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_DCorazon-Madrid.html
La Gaditana Castellana,$$ - $$$,5.0,1151,Paseo Castellana 56,28046,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15364769-Reviews-La_Gaditana_Castellana-Madrid.html
Pastamore,$$ - $$$,5.0,111,Calle de Alcala 191,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d18480953-Reviews-Pastamore-Madrid.html
Moratin Vinoteca Bistrot,$$ - $$$,4.5,1142,Calle Moratin 36,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d3669444-Reviews-Moratin_Vinoteca_Bistrot-Madrid.html
Sto Globo Sushi Room,$$ - $$$,5.0,235,Calle de Santa Teresa 8,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16745406-Reviews-Sto_Globo_Sushi_Room-Madrid.html
Azotea Forus Barcelo,$$ - $$$,5.0,1418,Calle Barcelo 6,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10730339-Reviews-Azotea_Forus_Barcelo-Madrid.html
Level Veggie Bistro,$$ - $$$,4.5,659,Avenida Menendez Pelayo 61,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10451094-Reviews-Level_Veggie_Bistro-Madrid.html
Gustazio Gastrobar,$$ - $$$,5.0,184,Calle Embajadores 197,28045,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15683077-Reviews-Gustazio_Gastrobar-Madrid.html
Pokelolo,$$ - $$$,4.5,17,Calle de Nunez de Balboa 35,28001,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17819049-Reviews-Pokelolo-Madrid.html
Restaurante Morgana,$$ - $$$,5.0,860,Calle de Augusto Figueroa 33,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12316948-Reviews-Restaurante_Morgana-Madrid.html
La descarada,$$ - $$$,5.0,162,Calle de Jose Ortega y Gasset 73,28006,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14157996-Reviews-La_descarada-Madrid.html
Trattoria Pulcinella,$$ - $$$,4.5,1336,Calle Regueros 7,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html
Sushi Yakuza,$$ - $$$,3.5,27,Calle Jordan 7,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17815309-Reviews-Sushi_Yakuza-Madrid.html
Grama Lounge,$$ - $$$,5.0,2198,Calle de la Cruz 19,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html
